OrderDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderQuantity
1/03/2017,SO61386,530,27609,4,2
1/03/2017,SO61386,541,27609,4,2
1/03/2017,SO61377,223,18199,9,2
1/03/2017,SO61373,478,11122,9,2
1/03/2017,SO61420,223,13122,9,2
1/03/2017,SO61420,485,13122,9,2
1/03/2017,SO61420,362,13122,9,1
1/03/2017,SO61420,487,13122,9,1
1/03/2017,SO61419,387,24484,9,1
1/03/2017,SO61425,214,13050,9,1
1/03/2017,SO61425,579,13050,9,1
1/03/2017,SO61376,484,13613,9,2
1/03/2017,SO61413,477,11937,1,2
1/03/2017,SO61413,478,11937,1,2
1/03/2017,SO61413,362,11937,1,1
1/03/2017,SO61416,477,17184,8,3
1/03/2017,SO61416,479,17184,8,2
1/03/2017,SO61416,214,17184,8,1
1/03/2017,SO61416,573,17184,8,1
1/03/2017,SO61410,484,14648,4,2
1/03/2017,SO61410,485,14648,4,2
1/03/2017,SO61410,362,14648,4,1
1/03/2017,SO61379,529,16436,7,3
1/03/2017,SO61379,220,16436,7,1
1/03/2017,SO61379,377,16436,7,1
1/03/2017,SO61379,540,16436,7,1
1/03/2017,SO61372,484,12139,1,2
1/03/2017,SO61407,529,20974,7,3
1/03/2017,SO61407,480,20974,7,2
1/03/2017,SO61407,483,20974,7,1
1/03/2017,SO61380,480,15927,8,2
1/03/2017,SO61380,362,15927,8,1
1/03/2017,SO61380,537,15927,8,1
1/03/2017,SO61418,529,24585,9,2
1/03/2017,SO61418,539,24585,9,2
1/03/2017,SO61418,215,24585,9,1
1/03/2017,SO61418,385,24585,9,1
1/03/2017,SO61389,540,25194,1,1
1/03/2017,SO61409,528,15155,4,3
1/03/2017,SO61409,481,15155,4,2
1/03/2017,SO61409,485,15155,4,2
1/03/2017,SO61409,360,15155,4,1
1/03/2017,SO61409,537,15155,4,1
1/03/2017,SO61399,528,15939,1,2
1/03/2017,SO61399,215,15939,1,1
1/03/2017,SO61387,530,28253,4,3
1/03/2017,SO61387,223,28253,4,1
1/03/2017,SO61395,477,17699,1,2
1/03/2017,SO61395,484,17699,1,2
1/03/2017,SO61395,487,17699,1,1
1/03/2017,SO61427,606,27512,9,1
1/03/2017,SO61374,215,13046,9,1
1/03/2017,SO61382,477,15697,8,2
1/03/2017,SO61382,478,15697,8,2
1/03/2017,SO61382,485,15697,8,2
1/03/2017,SO61382,362,15697,8,1
1/03/2017,SO61375,215,13150,9,1
1/03/2017,SO61417,387,17734,9,1
1/03/2017,SO61414,220,14449,1,1
1/03/2017,SO61414,354,14449,1,1
1/03/2017,SO61423,529,13559,8,2
1/03/2017,SO61423,538,13559,8,2
1/03/2017,SO61423,220,13559,8,1
1/03/2017,SO61423,606,13559,8,1
1/03/2017,SO61426,477,27500,9,2
1/03/2017,SO61426,479,27500,9,2
1/03/2017,SO61426,214,27500,9,1
1/03/2017,SO61426,606,27500,9,1
1/03/2017,SO61392,535,26687,1,2
1/03/2017,SO61406,528,21522,7,2
1/03/2017,SO61406,536,21522,7,2
1/03/2017,SO61406,215,21522,7,1
1/03/2017,SO61406,488,21522,7,1
1/03/2017,SO61412,223,12079,4,2
1/03/2017,SO61412,477,12079,4,2
1/03/2017,SO61412,478,12079,4,2
1/03/2017,SO61412,485,12079,4,2
1/03/2017,SO61412,362,12079,4,1
1/03/2017,SO61412,488,12079,4,1
1/03/2017,SO61412,537,12079,4,1
1/03/2017,SO61378,223,18270,9,2
1/03/2017,SO61390,541,27458,4,2
1/03/2017,SO61390,220,27458,4,1
1/03/2017,SO61390,530,27458,4,1
1/03/2017,SO61384,529,11086,4,3
1/03/2017,SO61384,232,11086,4,1
1/03/2017,SO61402,466,14254,4,3
1/03/2017,SO61402,485,14254,4,2
1/03/2017,SO61402,220,14254,4,1
1/03/2017,SO61424,220,22674,8,1
1/03/2017,SO61424,606,22674,8,1
1/03/2017,SO61405,484,16943,8,2
1/03/2017,SO61405,528,16943,8,2
1/03/2017,SO61405,535,16943,8,2
1/03/2017,SO61403,528,14942,7,2
1/04/2017,SO61460,528,15442,7,2
1/04/2017,SO61460,535,15442,7,2
1/04/2017,SO61460,473,15442,7,1
1/04/2017,SO61435,223,17250,9,2
1/04/2017,SO61435,488,17250,9,1
1/04/2017,SO61436,477,16016,9,2
1/04/2017,SO61436,479,16016,9,2
1/04/2017,SO61436,530,16016,9,2
1/04/2017,SO61436,541,16016,9,2
1/04/2017,SO61469,560,16424,7,1
1/04/2017,SO61471,462,17730,9,2
1/04/2017,SO61471,529,17730,9,2
1/04/2017,SO61471,389,17730,9,1
1/04/2017,SO61471,539,17730,9,1
1/04/2017,SO61432,536,16710,9,3
1/04/2017,SO61432,480,16710,9,2
1/04/2017,SO61432,528,16710,9,2
1/04/2017,SO61444,480,11125,9,2
1/04/2017,SO61444,528,11125,9,2
1/04/2017,SO61444,535,11125,9,2
1/04/2017,SO61464,485,13229,1,2
1/04/2017,SO61466,480,14464,4,3
1/04/2017,SO61466,354,14464,4,1
1/04/2017,SO61466,537,14464,4,1
1/04/2017,SO61478,481,20394,1,2
1/04/2017,SO61478,529,20394,1,2
1/04/2017,SO61478,539,20394,1,2
1/04/2017,SO61478,385,20394,1,1
1/04/2017,SO61442,362,15700,7,1
1/04/2017,SO61442,537,15700,7,1
1/04/2017,SO61433,480,16625,9,2
1/04/2017,SO61433,484,16625,9,2
1/04/2017,SO61433,528,16625,9,2
1/04/2017,SO61433,536,16625,9,2
1/04/2017,SO61465,223,19719,4,3
1/04/2017,SO61465,485,19719,4,2
1/04/2017,SO61465,220,19719,4,1
1/04/2017,SO61465,490,19719,4,1
1/04/2017,SO61465,598,19719,4,1
1/04/2017,SO61434,223,23646,9,2
1/04/2017,SO61434,477,23646,9,2
1/04/2017,SO61473,478,13135,9,2
1/04/2017,SO61473,358,13135,9,1
1/04/2017,SO61448,536,23561,1,2
1/04/2017,SO61472,480,13123,9,2
1/04/2017,SO61472,358,13123,9,1
1/04/2017,SO61474,569,29221,4,1
1/04/2017,SO61429,529,20616,9,2
1/04/2017,SO61429,214,20616,9,1
1/04/2017,SO61429,371,20616,9,1
1/04/2017,SO61429,540,20616,9,1
1/04/2017,SO61459,528,14536,7,2
1/04/2017,SO61459,472,14536,7,1
1/04/2017,SO61428,480,20615,9,2
1/04/2017,SO61428,529,20615,9,2
1/04/2017,SO61428,379,20615,9,1
1/04/2017,SO61428,540,20615,9,1
1/04/2017,SO61450,480,22775,4,2
1/04/2017,SO61450,528,22775,4,2
1/04/2017,SO61450,536,22775,4,1
1/04/2017,SO61438,489,25444,8,1
1/04/2017,SO61438,581,25444,8,1
1/04/2017,SO61440,226,14140,8,1
1/04/2017,SO61440,589,14140,8,1
1/04/2017,SO61481,587,17233,9,1
1/04/2017,SO61476,480,23217,4,2
1/04/2017,SO61476,538,23217,4,2
1/04/2017,SO61476,604,23217,4,1
1/04/2017,SO61479,223,17567,4,2
1/04/2017,SO61479,580,17567,4,1
1/04/2017,SO61463,537,11860,4,1
1/04/2017,SO61431,529,14233,9,2
1/04/2017,SO61431,539,14233,9,2
1/04/2017,SO61441,466,15923,7,2
1/04/2017,SO61441,477,15923,7,2
1/04/2017,SO61441,478,15923,7,2
1/04/2017,SO61441,354,15923,7,1
1/04/2017,SO61456,472,16986,1,1
1/04/2017,SO61456,477,16986,1,1
1/04/2017,SO61467,484,27006,7,2
1/04/2017,SO61467,585,27006,7,1
1/04/2017,SO61457,480,15516,4,2
1/04/2017,SO61457,528,15516,4,2
1/04/2017,SO61468,215,27118,7,1
1/04/2017,SO61468,566,27118,7,1
1/05/2017,SO61522,491,23423,9,1
1/05/2017,SO61522,583,23423,9,1
1/05/2017,SO61501,215,24961,1,1
1/05/2017,SO61501,529,24961,1,1
1/05/2017,SO61501,540,24961,1,1
1/05/2017,SO61535,479,22733,1,2
1/05/2017,SO61535,604,22733,1,1
1/05/2017,SO61518,528,11235,1,2
1/05/2017,SO61518,220,11235,1,1
1/05/2017,SO61518,537,11235,1,1
1/05/2017,SO61528,214,24957,4,1
1/05/2017,SO61528,570,24957,4,1
1/05/2017,SO61513,529,22701,8,2
1/05/2017,SO61513,491,22701,8,1
1/05/2017,SO61493,489,11667,1,1
1/05/2017,SO61531,477,18476,4,2
1/05/2017,SO61531,479,18476,4,2
1/05/2017,SO61531,484,18476,4,2
1/05/2017,SO61531,487,18476,4,1
1/05/2017,SO61531,606,18476,4,1
1/05/2017,SO61524,539,25213,9,2
1/05/2017,SO61524,220,25213,9,1
1/05/2017,SO61524,387,25213,9,1
1/05/2017,SO61524,529,25213,9,1
1/05/2017,SO61486,477,29188,9,2
1/05/2017,SO61486,478,29188,9,2
1/05/2017,SO61486,487,29188,9,1
1/05/2017,SO61484,477,22941,9,2
1/05/2017,SO61484,491,22941,9,1
1/05/2017,SO61536,229,17521,4,1
1/05/2017,SO61536,580,17521,4,1
1/05/2017,SO61523,466,20609,9,2
1/05/2017,SO61523,529,20609,9,2
1/05/2017,SO61523,214,20609,9,1
1/05/2017,SO61523,373,20609,9,1
1/05/2017,SO61523,540,20609,9,1
1/05/2017,SO61514,538,25541,8,2
1/05/2017,SO61498,480,28232,1,2
1/05/2017,SO61498,538,28232,1,2
1/05/2017,SO61498,483,28232,1,1
1/05/2017,SO61519,485,12180,1,2
1/05/2017,SO61519,220,12180,1,1
1/05/2017,SO61519,362,12180,1,1
1/05/2017,SO61525,477,13650,9,2
1/05/2017,SO61525,478,13650,9,2
1/05/2017,SO61525,356,13650,9,1
1/05/2017,SO61520,485,12078,1,2
1/05/2017,SO61520,356,12078,1,1
1/05/2017,SO61520,487,12078,1,1
1/05/2017,SO61500,482,23689,4,2
1/05/2017,SO61500,528,23689,4,2
1/05/2017,SO61500,536,23689,4,2
1/05/2017,SO61491,528,15086,7,3
1/05/2017,SO61491,220,15086,7,1
1/05/2017,SO61491,358,15086,7,1
1/05/2017,SO61491,537,15086,7,1
1/05/2017,SO61538,223,14670,9,2
1/05/2017,SO61538,474,14670,9,1
1/05/2017,SO61538,590,14670,9,1
1/05/2017,SO61483,480,19578,9,2
1/05/2017,SO61483,528,19578,9,2
1/05/2017,SO61483,536,19578,9,2
1/05/2017,SO61533,479,23183,4,2
1/05/2017,SO61533,604,23183,4,1
1/05/2017,SO61503,536,23687,1,2
1/05/2017,SO61485,475,26143,9,1
1/05/2017,SO61485,491,26143,9,1
1/05/2017,SO61494,480,11643,1,2
1/05/2017,SO61494,484,11643,1,2
1/05/2017,SO61505,475,20349,4,1
1/05/2017,SO61506,472,19018,4,1
1/05/2017,SO61506,476,19018,4,1
1/05/2017,SO61511,480,21077,7,2
1/05/2017,SO61511,538,21077,7,2
1/05/2017,SO61482,480,14059,9,2
1/05/2017,SO61482,528,14059,9,2
1/05/2017,SO61482,535,14059,9,2
1/05/2017,SO61490,223,15637,7,3
1/05/2017,SO61490,478,15637,7,2
1/05/2017,SO61490,214,15637,7,1
1/05/2017,SO61490,226,15637,7,1
1/05/2017,SO61490,362,15637,7,1
1/05/2017,SO61532,477,23265,1,2
1/05/2017,SO61532,479,23265,1,2
1/05/2017,SO61532,481,23265,1,1
1/05/2017,SO61532,606,23265,1,1
1/05/2017,SO61487,232,14217,9,1
1/06/2017,SO61594,223,22480,7,2
1/06/2017,SO61594,477,22480,7,2
1/06/2017,SO61594,479,22480,7,1
1/06/2017,SO61594,491,22480,7,1
1/06/2017,SO61594,606,22480,7,1
1/06/2017,SO61540,477,22176,9,2
1/06/2017,SO61540,478,22176,9,2
1/06/2017,SO61540,472,22176,9,1
1/06/2017,SO61540,485,22176,9,1
1/06/2017,SO61567,529,16266,7,2
1/06/2017,SO61567,539,16266,7,2
1/06/2017,SO61567,215,16266,7,1
1/06/2017,SO61577,485,12788,4,3
1/06/2017,SO61577,215,12788,4,1
1/06/2017,SO61591,538,22787,4,3
1/06/2017,SO61591,529,22787,4,2
1/06/2017,SO61591,487,22787,4,1
1/06/2017,SO61591,605,22787,4,1
1/06/2017,SO61545,223,11369,9,2
1/06/2017,SO61545,235,11369,9,1
1/06/2017,SO61563,528,16049,8,2
1/06/2017,SO61563,215,16049,8,1
1/06/2017,SO61546,223,18206,9,2
1/06/2017,SO61597,480,27513,9,2
1/06/2017,SO61597,538,27513,9,2
1/06/2017,SO61597,606,27513,9,1
1/06/2017,SO61588,352,13130,9,1
1/06/2017,SO61588,537,13130,9,1
1/06/2017,SO61576,484,12978,4,3
1/06/2017,SO61576,480,12978,4,1
1/06/2017,SO61576,528,12978,4,1
1/06/2017,SO61576,537,12978,4,1
1/06/2017,SO61579,214,12966,4,1
1/06/2017,SO61579,232,12966,4,1
1/06/2017,SO61579,485,12966,4,1
1/06/2017,SO61587,480,13117,9,2
1/06/2017,SO61587,485,13117,9,2
1/06/2017,SO61587,352,13117,9,1
1/06/2017,SO61565,528,14543,8,3
1/06/2017,SO61565,480,14543,8,2
1/06/2017,SO61565,537,14543,8,1
1/06/2017,SO61557,540,24285,1,1
1/06/2017,SO61593,223,27823,8,2
1/06/2017,SO61593,214,27823,8,1
1/06/2017,SO61593,383,27823,8,1
1/06/2017,SO61570,223,17809,7,2
1/06/2017,SO61570,480,17809,7,2
1/06/2017,SO61570,528,17809,7,2
1/06/2017,SO61570,536,17809,7,2
1/06/2017,SO61570,486,17809,7,1
1/06/2017,SO61561,477,18380,1,3
1/06/2017,SO61561,484,18380,1,2
1/06/2017,SO61544,529,25266,9,2
1/06/2017,SO61544,488,25266,9,1
1/06/2017,SO61548,223,12386,8,2
1/06/2017,SO61548,485,12386,8,2
1/06/2017,SO61548,232,12386,8,1
1/06/2017,SO61548,360,12386,8,1
1/06/2017,SO61541,476,26164,9,1
1/06/2017,SO61569,536,17711,7,3
1/06/2017,SO61569,528,17711,7,2
1/06/2017,SO61569,214,17711,7,1
1/06/2017,SO61589,477,29203,4,2
1/06/2017,SO61589,479,29203,4,2
1/06/2017,SO61589,567,29203,4,1
1/06/2017,SO61553,223,12068,4,2
1/06/2017,SO61553,229,12068,4,1
1/06/2017,SO61586,480,17728,9,2
1/06/2017,SO61586,529,17728,9,2
1/06/2017,SO61586,539,17728,9,2
1/06/2017,SO61586,385,17728,9,1
1/06/2017,SO61590,220,26012,4,1
1/06/2017,SO61590,562,26012,4,1
1/06/2017,SO61556,529,23796,4,2
1/06/2017,SO61556,540,23796,4,1
1/06/2017,SO61584,220,25215,9,1
1/06/2017,SO61584,387,25215,9,1
1/06/2017,SO61542,528,12997,9,2
1/06/2017,SO61542,220,12997,9,1
1/06/2017,SO61571,528,19373,8,2
1/06/2017,SO61571,536,19373,8,2
1/06/2017,SO61571,487,19373,8,1
1/06/2017,SO61554,529,28225,4,2
1/06/2017,SO61554,538,28225,4,2
1/06/2017,SO61554,214,28225,4,1
1/06/2017,SO61543,480,12690,9,2
1/06/2017,SO61543,529,12690,9,2
1/06/2017,SO61583,541,14192,7,2
1/06/2017,SO61583,563,14192,7,1
1/06/2017,SO61547,477,17902,8,3
1/06/2017,SO61547,479,17902,8,2
1/06/2017,SO61547,583,17902,8,1
1/06/2017,SO61581,485,14434,4,2
1/06/2017,SO61581,354,14434,4,1
1/06/2017,SO61581,488,14434,4,1
1/06/2017,SO61564,528,15680,8,2
1/06/2017,SO61539,480,20282,9,2
1/06/2017,SO61539,528,20282,9,2
1/06/2017,SO61539,536,20282,9,2
1/06/2017,SO61596,590,17232,9,1
1/06/2017,SO61585,383,24477,9,1
1/06/2017,SO61551,462,11890,4,2
1/06/2017,SO61551,214,11890,4,1
1/07/2017,SO61599,480,21371,9,3
1/07/2017,SO61599,528,21371,9,2
1/07/2017,SO61654,541,11894,9,2
1/07/2017,SO61654,214,11894,9,1
1/07/2017,SO61654,530,11894,9,1
1/07/2017,SO61654,561,11894,9,1
1/07/2017,SO61645,466,18647,4,2
1/07/2017,SO61645,215,18647,4,1
1/07/2017,SO61645,584,18647,4,1
1/07/2017,SO61639,480,20612,9,2
1/07/2017,SO61639,529,20612,9,2
1/07/2017,SO61639,371,20612,9,1
1/07/2017,SO61639,540,20612,9,1
1/07/2017,SO61598,223,27343,9,2
1/07/2017,SO61598,474,27343,9,1
1/07/2017,SO61598,489,27343,9,1
1/07/2017,SO61633,477,20544,1,2
1/07/2017,SO61633,377,20544,1,1
1/07/2017,SO61633,479,20544,1,1
1/07/2017,SO61616,478,21270,1,2
1/07/2017,SO61616,473,21270,1,1
1/07/2017,SO61616,477,21270,1,1
1/07/2017,SO61647,383,20529,1,1
1/07/2017,SO61647,490,20529,1,1
1/07/2017,SO61621,466,14369,1,2
1/07/2017,SO61621,485,14369,1,1
1/07/2017,SO61630,530,12327,8,2
1/07/2017,SO61627,480,24854,8,2
1/07/2017,SO61627,538,24854,8,2
1/07/2017,SO61605,223,11662,1,2
1/07/2017,SO61605,489,11662,1,1
1/07/2017,SO61634,528,12440,4,2
1/07/2017,SO61634,360,12440,4,1
1/07/2017,SO61634,537,12440,4,1
1/07/2017,SO61610,480,25257,4,3
1/07/2017,SO61610,535,25257,4,2
1/07/2017,SO61610,483,25257,4,1
1/07/2017,SO61624,539,25326,7,2
1/07/2017,SO61624,226,25326,7,1
1/07/2017,SO61624,529,25326,7,1
1/07/2017,SO61618,226,19245,4,1
1/07/2017,SO61618,475,19245,4,1
1/07/2017,SO61655,541,11905,9,2
1/07/2017,SO61655,561,11905,9,1
1/07/2017,SO61629,530,28890,8,2
1/07/2017,SO61629,229,28890,8,1
1/07/2017,SO61629,487,28890,8,1
1/07/2017,SO61642,477,24676,1,2
1/07/2017,SO61642,473,24676,1,1
1/07/2017,SO61642,479,24676,1,1
1/07/2017,SO61642,574,24676,1,1
1/07/2017,SO61626,529,12752,7,2
1/07/2017,SO61648,235,20387,4,1
1/07/2017,SO61648,385,20387,4,1
1/07/2017,SO61648,462,20387,4,1
1/07/2017,SO61603,484,13263,7,2
1/07/2017,SO61603,373,13263,7,1
1/07/2017,SO61635,466,14602,4,2
1/07/2017,SO61635,485,14602,4,2
1/07/2017,SO61635,220,14602,4,1
1/07/2017,SO61635,229,14602,4,1
1/07/2017,SO61635,352,14602,4,1
1/07/2017,SO61631,485,13193,4,2
1/07/2017,SO61631,226,13193,4,1
1/07/2017,SO61608,466,27603,4,3
1/07/2017,SO61608,530,27603,4,2
1/07/2017,SO61608,541,27603,4,2
1/07/2017,SO61608,220,27603,4,1
1/07/2017,SO61620,462,14743,1,2
1/07/2017,SO61620,528,14743,1,2
1/07/2017,SO61620,215,14743,1,1
1/07/2017,SO61650,232,20434,4,1
1/07/2017,SO61650,385,20434,4,1
1/07/2017,SO61602,223,22595,7,3
1/07/2017,SO61602,220,22595,7,1
1/07/2017,SO61602,379,22595,7,1
1/07/2017,SO61602,540,22595,7,1
1/07/2017,SO61637,352,14412,1,1
1/07/2017,SO61601,479,17831,7,2
1/07/2017,SO61601,214,17831,7,1
1/07/2017,SO61601,477,17831,7,1
1/07/2017,SO61601,582,17831,7,1
1/07/2017,SO61656,491,11762,9,1
1/07/2017,SO61656,564,11762,9,1
1/07/2017,SO61652,215,22463,7,1
1/07/2017,SO61652,604,22463,7,1
1/07/2017,SO61622,485,13864,4,1
1/07/2017,SO61640,477,29175,1,2
1/07/2017,SO61640,479,29175,1,2
1/07/2017,SO61640,565,29175,1,1
1/07/2017,SO61653,477,27866,9,3
1/07/2017,SO61653,479,27866,9,2
1/07/2017,SO61653,573,27866,9,1
1/07/2017,SO61643,223,24683,4,2
1/07/2017,SO61643,563,24683,4,1
1/07/2017,SO61649,381,20400,4,1
1/07/2017,SO61600,214,15233,9,1
1/07/2017,SO61606,530,26248,1,2
1/07/2017,SO61606,541,26248,1,2
1/07/2017,SO61606,214,26248,1,1
1/07/2017,SO61641,220,26018,1,1
1/07/2017,SO61641,232,26018,1,1
1/07/2017,SO61641,576,26018,1,1
1/08/2017,SO61682,480,25966,4,3
1/08/2017,SO61682,535,25966,4,2
1/08/2017,SO61726,389,20541,4,1
